id,lead_id,unit_value,unit_location,expected_value,actual_value,date_of_reservation,reservation_update_date,date_of_contraction,property_type_id,area_id,compound_id,sale_category,years_of_payment,property_type
2774,116101,6040000.0,New Cairo,6040000.0,,2022-08-11 00:00:00,,2022-08-11 00:00:00,4,2.0,538.0,Primary,,Penthouse
9764,285453,18610000.0,El Sheikh Zayed,,18610000.0,2023-11-01 00:00:00,2023-11-02 12:40:00,2023-12-05 00:00:00,4,26.0,877.0,Primary,8.0,Penthouse
8439,247513,18352000.0,El Sheikh Zayed,14000000.0,,2023-09-20 00:00:00,2023-09-20 20:10:00,2023-11-30 00:00:00,4,26.0,877.0,Primary,7.0,Penthouse
6676,192384,3423000.0,North Coast,,3423000.0,2023-04-12 00:00:00,,2023-04-12 00:00:00,4,3.0,305.0,Primary,8.0,Penthouse
3691,156747,7358738.0,6th of October City,,7358738.0,2022-12-05 00:00:00,2022-12-07 00:00:00,2022-12-11 00:00:00,4,1.0,391.0,Primary,8.0,Penthouse
2268,18509,2700000.0,6th October,,,2022-05-14 00:00:00,,2022-05-21 00:00:00,4,1.0,411.0,Primary,,Penthouse
3811,165171,7460000.0,North Coast,,7460000.0,2022-12-20 00:00:00,2022-12-21 00:00:00,2022-12-25 00:00:00,4,3.0,71.0,Primary,4.0,Penthouse
10222,202,19884370.0,,,19884370.0,,,2023-11-21 17:08:00,7,10.0,1040.0,Primary,8.0,Townhouse
5562,186167,3480189.0,New Capital City,4600000.0,3480189.0,2023-03-01 00:00:00,,2023-03-14 00:00:00,21,9.0,237.0,Primary,3.0,Apartment
8630,289626,11664000.0,New Cairo,,11664000.0,2023-09-11 00:00:00,,2023-09-11 00:00:00,4,2.0,868.0,Primary,8.0,Penthouse
8115,48,6620000.0,New Cairo,,6620000.0,2023-08-08 00:00:00,,2023-08-10 00:00:00,4,2.0,410.0,Primary,6.0,Penthouse
507,6542,4550000.0,,,,2018-05-23 00:00:00,,2018-05-23 00:00:00,7,,,,,Townhouse
2358,93009,3557000.0,6th October,,,2022-05-25 00:00:00,,2022-07-21 00:00:00,4,1.0,258.0,Primary,8.0,Penthouse
7848,85766,15196756.0,North Coast,11000000.0,,2023-08-30 00:00:00,2023-08-31 10:15:00,2023-12-19 00:00:00,7,3.0,989.0,Primary,8.0,Townhouse
8931,309117,4040000.0,New Capital City,3600000.0,4040000.0,2023-09-24 00:00:00,,2023-09-29 00:00:00,21,9.0,1025.0,Primary,8.0,Apartment
9059,309117,3460000.0,New Capital City,,3460000.0,2023-10-01 00:00:00,,2023-10-01 00:00:00,21,9.0,1025.0,Primary,8.0,Apartment
6379,192384,6425000.0,New Cairo,,6425000.0,2023-03-09 00:00:00,,2023-03-09 00:00:00,4,2.0,209.0,Primary,6.0,Penthouse
1451,61334,4321800.0,New Cairo,4.0,,2021-12-13 00:00:00,,2021-12-13 00:00:00,4,2.0,192.0,Primary,0.0,Penthouse
1615,63099,5100000.0,New Cairo,,,2022-01-24 00:00:00,,2022-01-24 00:00:00,4,2.0,462.0,Primary,,Penthouse
8707,179533,7114000.0,Mostakbal City,6000000.0,,2023-09-18 00:00:00,2023-09-18 18:47:00,2023-09-28 00:00:00,4,10.0,490.0,Primary,9.0,Penthouse
1519,65228,1770196.0,Mostakbal City,1700000.0,,2022-01-05 00:00:00,,2022-01-31 00:00:00,21,10.0,490.0,Primary,,Apartment
3912,164183,11376000.0,Ain Sokhna,,11376000.0,2022-12-19 00:00:00,,2022-12-28 00:00:00,6,4.0,88.0,Primary,8.0,Twinhouse
352,3403,2126700.0,,,,2018-02-08 00:00:00,,2018-02-08 00:00:00,21,,,,,Apartment
7416,177738,6760000.0,New Cairo,,6760000.0,2023-06-06 00:00:00,,2023-06-06 00:00:00,4,2.0,410.0,Primary,6.0,Penthouse
1426,61315,2080488.0,New Capital City,,,2021-12-05 00:00:00,,2021-12-05 00:00:00,21,9.0,388.0,,,Apartment
1163,53274,3150000.0,North Coast,,,2021-09-26 00:00:00,,,9,3.0,397.0,,,Studio
10461,361529,,New Cairo,2800000.0,,,,,9,2.0,147.0,,,Studio
3386,141838,4300000.0,New Cairo,,4300000.0,2022-10-19 00:00:00,2022-10-19 00:00:00,2022-11-01 00:00:00,7,2.0,806.0,Primary,,Townhouse
816,34784,1000000.0,New Capital City,,,2021-05-27 00:00:00,,,9,9.0,474.0,,,Studio
8568,287019,1663000.0,North Coast,1663000.0,,2023-09-06 00:00:00,,2023-10-27 00:00:00,9,3.0,493.0,Primary,3.0,Studio
10602,255,10810802.0,,,10810802.0,,,2023-12-09 20:15:00,3,10.0,996.0,Primary,8.0,Duplex
3430,84261,3672000.0,6th of October City,,3672000.0,2022-10-27 00:00:00,2022-10-27 00:00:00,2022-12-01 00:00:00,9,1.0,274.0,Primary,6.0,Studio
804,33698,2331703.0,New Capital City,,,2021-05-10 00:00:00,,2021-05-11 00:00:00,21,9.0,494.0,Primary,,Apartment
751,21363,920443.0,New Capital City,,,2021-03-09 00:00:00,,2021-03-09 00:00:00,9,9.0,448.0,Primary,,Studio
752,28609,1540000.0,6th October,,,2021-03-09 00:00:00,,2021-03-09 00:00:00,9,1.0,274.0,Primary,,Studio
1162,53274,4150000.0,North Coast,3000000.0,,2021-09-26 00:00:00,,2021-09-26 00:00:00,9,3.0,397.0,,,Studio
1230,28795,1159000.0,Mostakbal City,,,2021-10-25 00:00:00,,2021-11-11 00:00:00,9,10.0,202.0,Primary,,Studio
1027,47784,1665510.0,New Capital City,,,2021-09-13 00:00:00,,2021-09-27 00:00:00,9,9.0,536.0,Primary,,Studio
6718,203789,1488000.0,New Cairo,,2976000.0,2023-04-18 00:00:00,,2023-04-18 00:00:00,21,2.0,345.0,Developer Resale,0.0,Apartment
7322,228330,10082476.0,6th of October City,10000000.0,10082476.0,2023-06-07 00:00:00,2023-06-08 00:00:00,2023-07-27 00:00:00,7,1.0,423.0,Primary,8.0,Townhouse
10379,358496,14025017.0,Mostakbal City,,14025017.0,2023-11-28 00:00:00,,2023-11-29 00:00:00,3,10.0,996.0,Primary,8.0,Duplex
2105,83655,4980000.0,El Shorouk,,,2022-04-14 00:00:00,,,7,8.0,224.0,,,Townhouse
8106,253191,6868785.0,6th of October City,,13737570.0,2023-08-08 00:00:00,2023-08-10 00:00:00,2023-08-16 00:00:00,7,1.0,391.0,Primary,5.0,Townhouse
2296,83655,4980000.0,El Shorouk,,,2022-04-27 00:00:00,,2022-04-27 00:00:00,7,8.0,13.0,Primary,,Townhouse
8798,267980,17119446.0,Mostakbal City,15000000.0,,2023-10-26 00:00:00,2023-10-29 11:34:00,2023-11-16 00:00:00,7,10.0,996.0,Primary,8.0,Townhouse
10598,364977,17000000.0,New Cairo,,17000000.0,2023-11-20 00:00:00,,2023-12-08 00:00:00,7,2.0,6.0,Resale Seller,0.0,Townhouse
6454,197033,2747413.0,Mostakbal City,2747413.0,2747413.0,2023-03-16 00:00:00,,2023-03-26 00:00:00,21,10.0,724.0,Primary,8.0,Apartment
6466,197604,3152264.0,6th of October City,3415000.0,3152264.0,2023-03-18 00:00:00,,2023-03-25 00:00:00,21,1.0,411.0,Primary,6.0,Apartment
9116,314067,3528000.0,6th of October City,3700000.0,,2023-10-04 00:00:00,,2023-12-14 00:00:00,13,1.0,715.0,Developer Commercial Sale,7.0,Clinic
2465,93035,2075000.0,North Coast,,,2022-06-06 00:00:00,,,7,3.0,716.0,Primary,,Townhouse
7234,1702,8637000.0,New Cairo,,8637000.0,2023-05-25 00:00:00,2023-05-25 00:00:00,2023-05-29 00:00:00,21,2.0,345.0,Primary,8.0,Apartment
7469,224357,6032000.0,6th of October City,,6032000.0,2023-06-13 00:00:00,2023-06-16 00:00:00,2023-06-15 00:00:00,21,1.0,884.0,Primary,8.0,Apartment
6549,197528,4032590.0,Mostakbal City,3829680.0,4032590.0,2023-04-03 00:00:00,,2023-04-03 00:00:00,21,10.0,99.0,Primary,6.0,Apartment
6468,178193,4076853.0,6th of October City,2100000.0,4076853.0,2023-03-18 00:00:00,,2023-03-24 00:00:00,21,1.0,411.0,Primary,6.0,Apartment
4279,169567,12700000.0,North Coast,12000000.0,12700000.0,2023-01-02 00:00:00,2023-02-02 00:00:00,2023-02-15 00:00:00,7,3.0,717.0,Primary,6.0,Townhouse
8354,114535,12696000.0,New Heliopolis,,12696000.0,2023-08-23 00:00:00,,2023-08-24 00:00:00,7,16.0,176.0,Primary,6.0,Townhouse
9837,127,9616189.0,,,9616189.0,,,2023-11-05 15:27:00,7,1.0,223.0,Primary,10.0,Townhouse
7486,234922,15457747.0,El Gouna,,15457747.0,2023-06-12 00:00:00,,2023-06-18 00:00:00,7,5.0,248.0,Primary,5.0,Townhouse
8112,272155,16520000.0,North Coast,,16380000.0,2023-08-10 00:00:00,2023-08-10 00:00:00,2023-09-03 00:00:00,7,3.0,522.0,Primary,8.0,Townhouse
6975,72973,9744000.0,New Cairo,8700000.0,9744000.0,2023-05-16 00:00:00,2023-05-17 00:00:00,2023-06-26 00:00:00,7,2.0,939.0,Primary,8.0,Townhouse
7230,166283,15070000.0,North Coast,10500000.0,15070000.0,2023-06-05 00:00:00,2023-06-06 00:00:00,2023-06-25 00:00:00,7,3.0,522.0,Primary,5.0,Townhouse
7242,8868,15194000.0,New Cairo,15194610.0,15194000.0,2023-05-25 00:00:00,,2023-06-29 00:00:00,7,2.0,742.0,Primary,7.5,Townhouse
7256,225247,9842000.0,6th of October City,9800000.0,9842000.0,2023-05-31 00:00:00,,2023-05-31 00:00:00,7,1.0,258.0,Primary,8.0,Townhouse
7267,145794,5882000.0,6th of October City,,11764000.0,2023-05-22 00:00:00,2023-05-23 00:00:00,2023-05-29 00:00:00,7,1.0,258.0,Primary,8.0,Townhouse
6776,213959,10450000.0,New Cairo,10450000.0,10450000.0,2023-05-01 00:00:00,,2023-05-01 00:00:00,7,2.0,462.0,Primary,7.0,Townhouse
7312,19185,11875010.0,North Coast,12000000.0,11875010.0,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-07 00:00:00,7,3.0,757.0,Primary,8.0,Townhouse
3357,125234,4630113.0,New Capital City,,9260227.0,2022-10-11 00:00:00,,2022-10-13 00:00:00,7,9.0,271.0,Primary,,Townhouse
1122,51481,5878800.0,New Capital City,,,2021-09-20 00:00:00,,2021-12-13 00:00:00,7,9.0,264.0,Primary,,Townhouse
5302,142154,14798000.0,El Sheikh Zayed,14700000.0,14798000.0,2023-02-20 00:00:00,2023-02-23 00:00:00,2023-02-28 00:00:00,7,26.0,877.0,Primary,8.0,Townhouse
7584,240657,7684000.0,North Coast,,7684000.0,2023-06-23 00:00:00,2023-06-24 00:00:00,2023-06-25 00:00:00,7,3.0,930.0,Primary,9.0,Townhouse
2680,115751,7759024.0,North Coast,7759024.0,7759024.0,2022-07-26 00:00:00,,2023-04-09 00:00:00,7,3.0,757.0,Primary,9.0,Townhouse
8368,258540,8093000.0,6th of October City,7500000.0,,2023-09-13 00:00:00,,2023-09-20 00:00:00,21,1.0,258.0,Primary,7.0,Apartment
10920,128483,,New Cairo,30000000.0,,,,,1,2.0,1077.0,,,Villa
5003,180241,10950000.0,El Sheikh Zayed,13500000.0,10950000.0,2023-02-21 00:00:00,2023-02-21 00:00:00,2023-02-28 00:00:00,7,26.0,877.0,Primary,8.0,Townhouse
7697,104771,7170000.0,New Capital City,,7170000.0,2023-07-06 00:00:00,,2023-07-06 00:00:00,7,9.0,440.0,Resale Seller,0.0,Townhouse
6788,173481,14943000.0,El Sheikh Zayed,,14943000.0,2023-02-22 00:00:00,2023-05-02 00:00:00,2023-05-10 00:00:00,7,26.0,877.0,Primary,8.0,Townhouse
1758,73769,4119206.0,New Capital City,,,2022-02-24 00:00:00,,2022-03-14 00:00:00,7,9.0,252.0,Primary,,Townhouse
1759,73769,4273602.0,New Capital City,,,2022-02-24 00:00:00,,2022-03-14 00:00:00,7,9.0,252.0,Primary,,Townhouse
1779,73474,4142834.0,6th October,,,2022-03-01 00:00:00,,2022-03-01 00:00:00,7,1.0,423.0,Primary,,Townhouse
1782,13044,3650000.0,6th October,,,2022-03-02 00:00:00,,2022-03-10 00:00:00,7,1.0,356.0,Primary,,Townhouse
1918,30700,4482831.0,6th October,,,2022-03-20 00:00:00,,2022-03-20 00:00:00,7,1.0,423.0,Primary,,Townhouse
3065,121573,7290000.0,North Coast,,7290000.0,2022-08-16 00:00:00,,2022-09-11 00:00:00,7,3.0,522.0,Primary,,Townhouse
3218,123890,7602379.0,El Shorouk,,7602379.0,2022-09-25 00:00:00,2022-09-26 00:00:00,2022-09-28 00:00:00,7,8.0,803.0,Primary,,Townhouse
6618,111004,19272000.0,New Cairo,,19272000.0,2023-04-05 00:00:00,2023-04-05 00:00:00,2023-04-20 00:00:00,7,2.0,345.0,Primary,8.0,Townhouse
6256,179789,8368000.0,Mostakbal City,8500000.0,8368000.0,2023-04-01 00:00:00,,2023-04-09 00:00:00,7,10.0,490.0,Primary,8.0,Townhouse
7201,145794,5882000.0,6th of October City,,11764000.0,2023-05-22 00:00:00,2023-05-23 00:00:00,2023-05-29 00:00:00,7,1.0,258.0,Primary,8.0,Townhouse
3173,125280,5879000.0,North Coast,,5879000.0,2022-09-21 00:00:00,2022-09-22 00:00:00,2022-09-29 00:00:00,7,3.0,752.0,Primary,,Townhouse
3012,125457,3310000.0,El Sheikh Zayed,3310000.0,,2022-09-05 00:00:00,,2022-09-05 00:00:00,7,26.0,792.0,Primary,,Townhouse
3788,121170,7953000.0,New Cairo,,7953000.0,2022-12-17 00:00:00,2022-12-18 00:00:00,2022-12-22 00:00:00,7,2.0,745.0,Primary,7.0,Townhouse
1915,74292,5612000.0,North Coast,3300000.0,5612000.0,2022-09-11 00:00:00,,2022-09-11 00:00:00,7,3.0,752.0,Primary,,Townhouse
7098,24936,8012600.0,6th of October City,,8012600.0,2023-05-20 00:00:00,2023-05-20 00:00:00,2023-06-21 00:00:00,7,1.0,223.0,Primary,10.0,Townhouse
852,37176,1000000.0,Ain Sokhna,,,2021-06-28 00:00:00,,,6,4.0,355.0,,,Twinhouse
2197,308,6710000.0,6th October,,,2022-05-08 00:00:00,,2022-05-08 00:00:00,6,1.0,62.0,Primary,,Twinhouse
1810,69295,6200000.0,Mostakbal City,,,2022-03-21 00:00:00,,,6,10.0,202.0,,,Twinhouse
953,45833,13000000.0,North Coast,,,2021-08-11 00:00:00,,,6,3.0,5.0,,,Twinhouse
2541,90202,12700000.0,North Coast,,,2022-06-22 00:00:00,,2022-06-29 00:00:00,6,3.0,530.0,Primary,,Twinhouse
2605,107554,5315000.0,North Coast,5500000.0,5315000.0,2022-09-15 00:00:00,2022-09-15 00:00:00,2022-09-22 00:00:00,6,3.0,532.0,Primary,,Twinhouse
1229,49998,3470000.0,New Cairo,,,2021-10-24 00:00:00,,,6,2.0,147.0,,,Twinhouse
2745,107692,6314000.0,El Shorouk,6100000.0,,2022-08-05 00:00:00,2022-08-06 00:00:00,2022-08-20 00:00:00,6,8.0,219.0,Primary,,Twinhouse
2806,115751,5380000.0,Ain Sokhna,,,2022-08-10 00:00:00,2022-08-10 00:00:00,2022-08-17 00:00:00,6,4.0,87.0,Primary,,Twinhouse
9159,317809,30057000.0,El Sheikh Zayed,30000000.0,,2023-10-09 00:00:00,2023-10-09 19:28:00,2023-10-10 00:00:00,6,26.0,664.0,Primary,8.0,Twinhouse
8456,123337,11310000.0,El Sheikh Zayed,11310000.0,,2023-08-30 00:00:00,,2023-10-03 00:00:00,6,26.0,836.0,Primary,9.0,Twinhouse
8769,267980,5278398.0,Mostakbal City,15000000.0,,2023-10-26 00:00:00,2023-10-29 11:32:00,2023-11-16 00:00:00,21,10.0,996.0,Primary,8.0,Apartment
2245,68117,4160000.0,Ain Sokhna,,,2022-05-11 00:00:00,,2022-05-11 00:00:00,6,4.0,87.0,Primary,,Twinhouse
9887,271541,37021752.0,Mostakbal City,,37021752.0,2023-11-05 00:00:00,2023-11-07 12:16:00,2023-11-14 00:00:00,1,10.0,1040.0,Primary,8.0,Villa
720,23118,4500000.0,6th October,,,2021-02-17 00:00:00,,2021-03-14 00:00:00,6,1.0,15.0,Primary,,Twinhouse
8883,141592,7353894.0,Mostakbal City,4500000.0,,2023-10-31 00:00:00,2023-10-31 21:15:00,2023-11-28 00:00:00,21,10.0,996.0,Primary,8.0,Apartment
3846,161687,13661172.0,6th of October City,,13661172.0,2022-12-22 00:00:00,2022-12-25 00:00:00,2022-12-29 00:00:00,6,1.0,386.0,Primary,8.0,Twinhouse
1530,65478,6278000.0,North Coast,,,2022-01-02 00:00:00,,2022-01-04 00:00:00,6,3.0,505.0,Primary,,Twinhouse
9043,310951,6672568.0,Mostakbal City,13000000.0,,2023-11-25 00:00:00,2023-11-01 09:45:00,2023-11-25 00:00:00,21,10.0,996.0,Primary,8.0,Apartment
10331,345316,8128242.0,Mostakbal City,,8128242.0,2023-11-12 00:00:00,,2023-11-28 00:00:00,21,10.0,142.0,Primary,8.0,Apartment
9020,149388,3760000.0,New Capital City,,3760000.0,2023-09-26 00:00:00,2023-09-27 12:52:00,2023-10-05 00:00:00,21,9.0,197.0,Primary,6.0,Apartment
8247,132631,16203000.0,6th of October City,,16203000.0,2023-08-16 00:00:00,2023-08-16 00:00:00,2023-08-20 00:00:00,6,1.0,258.0,Primary,7.0,Twinhouse
2198,308,6710000.0,6th October,,,2022-05-08 00:00:00,,2022-05-08 00:00:00,6,1.0,62.0,Primary,,Twinhouse
3582,148666,8860000.0,6th of October City,,8860000.0,2022-11-15 00:00:00,2022-11-16 00:00:00,2022-11-22 00:00:00,6,1.0,356.0,Primary,9.0,Twinhouse
5694,10809,14631000.0,El Sheikh Zayed,,14631000.0,2023-02-20 00:00:00,2023-02-23 00:00:00,2023-02-28 00:00:00,6,26.0,877.0,Primary,8.0,Twinhouse
6991,180224,20585800.0,New Cairo,10000000.0,20585800.0,2023-05-17 00:00:00,,2023-05-17 00:00:00,6,2.0,742.0,Primary,7.0,Twinhouse
3775,161492,5947602.0,6th of October City,6000000.0,5947602.0,2022-12-18 00:00:00,2022-12-23 00:00:00,2022-12-27 00:00:00,6,1.0,791.0,Primary,5.0,Twinhouse
3802,165052,9814345.0,6th of October City,9814345.0,9814345.0,2022-12-20 00:00:00,,2022-12-22 00:00:00,6,1.0,210.0,Primary,7.0,Twinhouse
1865,18106,2814280.0,North Coast,,,2022-02-08 00:00:00,,2022-03-13 00:00:00,5,3.0,528.0,Primary,,Chalet
2499,100834,5074000.0,North Coast,,,2022-06-15 00:00:00,,2022-06-22 00:00:00,5,3.0,510.0,Primary,,Chalet
2452,96698,21300000.0,North Coast,,,2022-06-08 00:00:00,,,1,3.0,530.0,Primary,,Villa
896,34891,23252000.0,6th October,,,2021-08-01 00:00:00,,,1,1.0,258.0,,,Villa
2493,99386,7195447.0,New Cairo,,,2022-06-14 00:00:00,,2022-06-26 00:00:00,1,2.0,195.0,Primary,,Villa
10113,169,5866119.0,,,5866119.0,,,2023-11-19 10:01:00,21,10.0,996.0,Primary,8.0,Apartment
1976,77224,12980000.0,El Shorouk,,,2022-03-24 00:00:00,,,1,8.0,13.0,,,Villa
2288,38936,3829000.0,North Coast,3500000.0,,2022-05-25 00:00:00,,,5,3.0,692.0,Primary,,Chalet
1807,76333,3858333.0,New Cairo,,,2022-03-06 00:00:00,,,1,2.0,147.0,,,Villa
1549,66785,8000000.0,North Coast,,,2022-01-11 00:00:00,,2022-01-12 00:00:00,5,3.0,496.0,Primary,,Chalet
6953,219083,9170000.0,New Cairo,6500000.0,9170000.0,2023-05-16 00:00:00,2023-05-17 00:00:00,2023-07-27 00:00:00,1,2.0,939.0,Primary,8.0,Villa
9464,74,2192193.0,,,2192193.0,,,2023-10-19 14:22:00,21,9.0,372.0,Primary,7.0,Apartment
2566,96698,10650000.0,North Coast,,,2022-06-08 00:00:00,,2022-06-29 00:00:00,1,3.0,530.0,Primary,,Villa
2567,96698,10650000.0,North Coast,,,2022-06-08 00:00:00,,2022-06-29 00:00:00,1,3.0,530.0,Primary,,Villa
2401,99697,5127000.0,6th October,5000000.0,,2022-06-02 00:00:00,,,1,1.0,223.0,Primary,,Villa
938,45564,5466900.0,North Coast,,,2021-08-06 00:00:00,,,5,3.0,,,,Chalet
9902,271472,8038000.0,North Coast,,8038000.0,2023-11-07 00:00:00,2023-11-08 10:09:00,2023-12-07 00:00:00,5,3.0,927.0,Primary,7.0,Chalet
9912,177164,65197640.0,New Cairo,,65197640.0,2023-11-08 00:00:00,2023-11-08 19:29:00,2023-12-04 00:00:00,1,2.0,742.0,Primary,7.0,Villa
2615,110533,10393000.0,New Heliopolis,10393000.0,,2022-07-18 00:00:00,,2022-07-24 00:00:00,1,16.0,176.0,Primary,7.0,Villa
2629,113534,17400000.0,North Coast,6000000.0,,2022-07-24 00:00:00,,2022-08-08 00:00:00,1,3.0,530.0,Primary,,Villa
590,24864,1230000.0,Baymount,,,2020-08-13 00:00:00,,2020-08-31 00:00:00,5,,,,,Chalet
2017,67349,4834000.0,El Shorouk,4834000.0,,2022-03-31 00:00:00,,2022-09-04 00:00:00,21,8.0,219.0,Primary,,Apartment
1550,66785,8000000.0,North Coast,8000000.0,,2022-01-12 00:00:00,,2022-01-20 00:00:00,1,3.0,496.0,Primary,,Villa
7106,205120,6060000.0,North Coast,,6060000.0,2023-05-21 00:00:00,2023-05-21 00:00:00,2023-12-08 00:00:00,5,3.0,927.0,Primary,7.0,Chalet
2778,63445,18651000.0,New Capital City,,,2022-08-08 00:00:00,,2022-08-08 00:00:00,1,9.0,271.0,Primary,,Villa
9915,340751,,New Cairo,26000000.0,,,,,1,2.0,147.0,,,Villa
458,15413,2791000.0,,,,2019-08-25 00:00:00,,2019-08-25 00:00:00,4,,,,,Penthouse
2885,123183,9134378.0,Mostakbal City,,,2022-08-21 00:00:00,2022-08-21 00:00:00,2022-09-04 00:00:00,1,10.0,348.0,Primary,,Villa
6754,101751,5959000.0,North Coast,4500000.0,5959000.0,2023-05-09 00:00:00,2023-05-16 00:00:00,2023-11-30 00:00:00,5,3.0,927.0,Primary,7.0,Chalet
3038,130891,17446013.0,New Cairo,17400000.0,17446013.0,2022-10-21 00:00:00,,2022-11-01 00:00:00,1,2.0,742.0,Primary,,Villa
7790,89361,17047858.0,El Sheikh Zayed,,17047858.0,2023-07-18 00:00:00,,2023-07-18 00:00:00,1,26.0,30.0,Nawy Now,8.0,Villa
847,33698,1088733.0,New Capital City,,,2021-05-10 00:00:00,,2021-05-11 00:00:00,21,9.0,494.0,Primary,,Apartment
9666,131066,10825000.0,6th of October City,10825000.0,10825000.0,2023-10-30 00:00:00,,2023-10-31 00:00:00,21,1.0,258.0,Primary,7.0,Apartment
3828,158946,17687000.0,New Cairo,,17687000.0,2022-12-22 00:00:00,2022-12-22 00:00:00,2023-01-10 00:00:00,21,2.0,11.0,Primary,3.0,Apartment
3351,139819,19920000.0,New Cairo,,19920000.0,2022-10-08 00:00:00,,2022-10-13 00:00:00,1,2.0,345.0,Primary,,Villa
2052,30700,2220569.0,6th October,,,2022-04-05 00:00:00,,2022-04-05 00:00:00,21,1.0,422.0,Primary,,Apartment
9864,122,13300000.0,,,13300000.0,,,2023-11-06 13:18:00,21,2.0,38.0,Primary,8.0,Apartment
8906,299718,8663768.0,6th of October City,8600000.0,,2023-10-22 00:00:00,,2023-10-23 00:00:00,1,1.0,223.0,Primary,4.0,Villa
7485,87958,31675880.0,North Coast,14000000.0,30889410.0,2023-06-21 00:00:00,2023-06-22 00:00:00,2023-08-11 00:00:00,1,3.0,83.0,Primary,6.0,Villa
464,14898,4800000.0,,,,2019-05-13 00:00:00,,2019-05-13 00:00:00,21,,,,,Apartment
4541,161361,4373186.0,Mostakbal City,,4373186.0,2023-01-31 00:00:00,,2023-01-31 00:00:00,1,10.0,490.0,Primary,7.0,Villa
670,20932,9824000.0,6th October,,,2020-02-04 00:00:00,,2020-02-19 00:00:00,1,1.0,258.0,,,Villa
865,35755,2562395.0,6th October,,,2021-07-07 00:00:00,,2021-08-19 00:00:00,21,1.0,223.0,Primary,,Apartment
2042,77224,12980000.0,El Shorouk,,,2022-04-03 00:00:00,,2022-04-03 00:00:00,1,8.0,13.0,Primary,,Villa
2043,77224,12980000.0,El Shorouk,,,2022-04-03 00:00:00,,2022-04-03 00:00:00,1,8.0,13.0,Primary,,Villa
749,30225,9763740.0,El Shorouk,,,2021-03-04 00:00:00,,2021-03-18 00:00:00,1,8.0,219.0,Primary,,Villa
9757,317637,4143400.0,Mostakbal City,,4143400.0,2023-10-31 00:00:00,2023-11-02 09:49:00,2023-11-02 00:00:00,21,10.0,973.0,Primary,6.0,Apartment
1843,77580,10000000.0,6th October,10000000.0,,2022-03-10 00:00:00,,2022-03-16 00:00:00,1,1.0,258.0,Primary,,Villa
6903,192599,6001345.0,New Cairo,5500000.0,6001345.0,2023-05-13 00:00:00,2023-05-13 00:00:00,2023-05-20 00:00:00,21,2.0,195.0,Primary,9.0,Apartment
1778,58628,7500000.0,New Cairo,,,2022-02-28 00:00:00,,2022-02-28 00:00:00,1,2.0,394.0,Primary,,Villa
6786,149000,5868434.0,6th of October City,,5868434.0,2023-05-01 00:00:00,,2023-05-01 00:00:00,21,1.0,145.0,Primary,6.0,Apartment
6702,178193,5303000.0,North Coast,4500000.0,5303000.0,2023-05-09 00:00:00,2023-05-12 00:00:00,2023-12-04 00:00:00,5,3.0,927.0,Primary,7.0,Chalet
6858,154780,5858000.0,North Coast,5000000.0,5858000.0,2023-05-11 00:00:00,2023-05-14 00:00:00,2023-12-10 00:00:00,5,3.0,927.0,Primary,7.0,Chalet
8196,270054,6518580.0,Mostakbal City,6500000.0,,2023-08-13 00:00:00,,2023-08-27 00:00:00,1,10.0,490.0,Primary,8.0,Villa
7105,205120,6010000.0,North Coast,,6010000.0,2023-05-21 00:00:00,2023-05-21 00:00:00,2023-12-08 00:00:00,5,3.0,927.0,Primary,7.0,Chalet
7107,205120,7676000.0,North Coast,,7676000.0,2023-05-21 00:00:00,2023-05-21 00:00:00,2023-12-08 00:00:00,5,3.0,927.0,Primary,7.0,Chalet
7248,215648,5517000.0,North Coast,,5517000.0,2023-05-25 00:00:00,2023-05-27 00:00:00,2023-12-07 00:00:00,5,3.0,927.0,Primary,8.0,Chalet
8505,27467,4088213.0,New Cairo,,4088213.0,2023-08-30 00:00:00,,2023-09-03 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
2246,88419,1505000.0,6th October,,,2022-05-11 00:00:00,,,3,1.0,653.0,,,Duplex
9875,214818,64267178.0,6th of October City,6000000.0,,2023-11-16 00:00:00,2023-11-16 15:11:00,2023-11-24 00:00:00,1,1.0,386.0,Primary,8.0,Villa
6641,48117,12600000.0,New Cairo,,12600000.0,2023-04-01 00:00:00,,2023-04-07 00:00:00,1,2.0,543.0,Primary,1.0,Villa
616,6697,3735555.0,,,,2018-06-04 00:00:00,,2018-06-04 00:00:00,7,,,,,Townhouse
764,31772,34685888.0,6th October,,,2021-03-25 00:00:00,,2021-04-12 00:00:00,1,1.0,453.0,Primary,,Villa
841,27419,11842000.0,6th October,,,2021-06-16 00:00:00,,2021-06-29 00:00:00,1,1.0,166.0,Primary,,Villa
4056,169677,7486710.0,6th of October City,,7486710.0,2022-11-29 00:00:00,,2023-01-12 00:00:00,21,1.0,274.0,Primary,8.0,Apartment
2940,123895,12240888.0,6th October,,,2022-08-28 00:00:00,,2022-08-28 00:00:00,1,1.0,453.0,Primary,8.0,Villa
7769,242808,41392100.0,6th of October City,,41392100.0,2023-06-26 00:00:00,2023-06-26 00:00:00,2023-07-17 00:00:00,1,1.0,166.0,Primary,7.5,Villa
6000,192336,4794540.0,New Capital City,,4794540.0,2023-01-15 00:00:00,,2023-01-15 00:00:00,1,9.0,252.0,Primary,8.0,Villa
